Graph String Name,Masrik Form of Adjacency Matrix
CF,"[0 1 1 1]
[1 0 0 0]
[1 0 0 0]
[1 0 0 0]"
CU,"[0 1 1 0]
[1 0 0 1]
[1 0 0 0]
[0 1 0 0]"
CV,"[0 1 1 1]
[1 0 1 0]
[1 1 0 0]
[1 0 0 0]"
C],"[0 1 1 0]
[1 0 0 1]
[1 0 0 1]
[0 1 1 0]"
C^,"[0 1 1 1]
[1 0 1 1]
[1 1 0 0]
[1 1 0 0]"
C~,"[0 1 1 1]
[1 0 1 1]
[1 1 0 1]
[1 1 1 0]"
