Graph String Name,Masrik Form of adjacency matrix
ICR`uiwY_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 0 1 1 0 1]
[0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 1 1 0 0 1 0]
[0 0 0 1 1 0 0 0 1 1]
[0 0 0 1 0 0 1 1 0 1]
[0 0 0 0 1 1 0 1 1 0]"
ICR`tjWY_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 0 1 1 0 1]
[0 1 1 0 0 0 1 0 1 0]
[0 0 1 0 1 1 0 0 0 1]
[0 0 0 1 1 0 0 0 1 1]
[0 0 0 1 0 1 0 1 0 1]
[0 0 0 0 1 0 1 1 1 0]"
ICR`riiu?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 1 0 0 0 0 0 0 1 1]
[1 0 0 0 0 1 1 0 1 0]
[0 1 0 0 1 0 1 0 0 1]
[0 0 1 0 1 1 0 1 0 0]
[0 0 1 0 0 0 1 0 1 1]
[0 0 0 1 1 0 0 1 0 1]
[0 0 0 1 0 1 0 1 1 0]"
ICR`szoY_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 1 1 1 0]
[0 1 1 0 0 0 0 1 0 1]
[0 1 0 0 1 0 0 0 1 1]
[0 0 1 1 1 1 0 0 0 0]
[0 0 0 1 1 0 1 0 0 1]
[0 0 0 1 0 1 1 0 1 0]"
ICR`pzau?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 0 1 1 0 1]
[0 1 0 1 0 0 0 0 1 1]
[0 1 0 0 1 0 0 0 1 1]
[0 0 1 1 1 0 0 0 1 0]
[0 0 1 0 0 1 1 1 0 0]
[0 0 0 1 1 1 1 0 0 0]"
ICRVDXwM_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 1 1 0 1 0]
[0 1 0 1 1 0 0 0 1 0]
[0 1 0 0 1 0 0 1 0 1]
[0 0 1 1 0 0 1 0 0 1]
[0 0 1 0 1 1 0 0 0 1]
[0 0 0 1 0 0 1 1 1 0]"
ICQvDT[]?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 1 0 0 1 1]
[1 0 0 0 0 0 1 1 1 0]
[0 1 1 1 0 0 0 0 1 0]
[0 1 0 0 1 0 0 1 0 1]
[0 0 1 0 1 0 1 0 0 1]
[0 0 0 1 1 1 0 0 0 1]
[0 0 0 1 0 0 1 1 1 0]"
ICQvCtk]?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 1 0 1 1 0]
[0 1 1 0 1 0 0 0 1 0]
[0 1 0 1 0 0 0 1 0 1]
[0 0 1 0 1 0 1 0 0 1]
[0 0 0 1 1 1 0 0 0 1]
[0 0 0 1 0 0 1 1 1 0]"
ICQuRiwY_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 1 1]
[0 1 1 0 0 0 1 0 1 0]
[0 0 1 1 0 1 0 0 0 1]
[0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 1 1 0 1 0 1]
[0 0 0 0 1 0 1 1 1 0]"
ICQrThiu?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 1 0 0 1 0 0]
[1 1 0 1 0 0 0 1 0 0]
[0 0 1 0 0 0 1 0 1 1]
[0 0 1 0 0 1 0 0 1 1]
[0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 0 1 1 1 0 1]
[0 0 0 0 0 1 1 1 1 0]"
ICpdf_]Z?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 1 0 0 1 1]
[0 1 1 0 1 0 0 1 0 0]
[0 1 0 1 0 0 0 1 1 0]
[0 0 1 0 0 1 1 0 0 1]
[0 0 0 1 1 0 1 0 0 1]
[0 0 0 1 1 0 0 1 1 0]"
ICpdepkL_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 1 0 0 1 0 0]
[1 0 0 1 0 0 0 1 1 0]
[0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 0 1 0 0 1 1]
[0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 1 0 1 1 0 1]
[0 0 0 0 0 1 1 1 1 0]"
ICpddpUZ?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 1 0 0 1 1 0 0 0 0]
[1 0 0 1 0 0 1 0 1 0]
[0 1 0 1 0 0 0 1 0 1]
[0 0 1 0 1 0 0 0 1 1]
[0 0 1 0 0 1 0 0 1 1]
[0 0 0 0 1 0 1 1 0 1]
[0 0 0 0 0 1 1 1 1 0]"
ICpdeXqN?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 1 1]
[0 1 1 0 0 0 0 0 1 1]
[0 0 1 1 0 0 0 1 1 0]
[0 0 0 1 1 0 1 0 0 1]
[0 0 0 0 1 1 1 0 0 1]
[0 0 0 0 1 1 0 1 1 0]"
ICpdcxqZ?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 0 0 1 1 1]
[0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 0 1 0 1 0 1]
[0 0 0 1 1 0 1 0 1 0]
[0 0 0 1 1 0 0 1 0 1]
[0 0 0 0 1 1 1 0 1 0]"
ICpbdq[X_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 0 1 1 1]
[0 1 1 1 0 0 0 0 1 0]
[0 0 1 0 0 0 0 1 1 1]
[0 0 0 1 1 0 1 0 0 1]
[0 0 0 0 1 1 1 0 0 1]
[0 0 0 0 1 0 1 1 1 0]"
ICpbfG{e_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 0 1 1 1]
[0 1 1 0 0 0 1 0 1 0]
[0 1 0 1 0 1 0 1 0 0]
[0 0 1 0 1 0 1 0 0 1]
[0 0 0 1 1 1 0 0 0 1]
[0 0 0 1 1 0 0 1 1 0]"
ICpbegyj?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 1 0 0 0 0 0 0 1 1]
[1 0 0 0 0 1 1 0 1 0]
[0 1 0 0 1 0 0 1 0 1]
[0 0 1 0 1 0 0 1 1 0]
[0 0 1 0 0 1 1 0 0 1]
[0 0 0 1 1 0 1 0 0 1]
[0 0 0 1 0 1 0 1 1 0]"
ICpdUg{[_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 0 1 0 1 1]
[0 1 0 1 0 0 1 0 0 1]
[0 1 0 0 1 1 0 1 0 0]
[0 0 1 1 0 0 1 0 1 0]
[0 0 1 0 1 0 0 1 0 1]
[0 0 0 1 1 1 0 0 1 0]"
ICpbQysk_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 1 1 0 0 0 1]
[1 0 0 1 0 0 0 1 0 1]
[0 1 0 1 0 0 1 0 1 0]
[0 1 0 0 0 1 0 0 1 1]
[0 0 1 0 1 0 0 0 1 1]
[0 0 1 0 0 1 1 1 0 0]
[0 0 0 1 1 0 1 1 0 0]"
ICXedW{s_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 1 0 1 0 0 0]
[1 1 0 0 1 0 1 0 0 0]
[1 0 1 1 0 0 0 1 0 0]
[0 1 0 0 0 0 0 1 1 1]
[0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 1 0 0 1 1]
[0 0 0 0 0 1 1 1 0 1]
[0 0 0 0 0 1 1 1 1 0]"
ICXedfKN?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 0 1 1]
[0 1 0 0 1 0 0 0 1 1]
[0 0 1 1 0 0 0 1 1 0]
[0 0 1 1 0 0 1 0 0 1]
[0 0 0 0 1 1 1 0 0 1]
[0 0 0 0 1 1 0 1 1 0]"
ICdedpkX_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 0 1 1 1]
[0 1 1 1 0 0 1 0 0 0]
[0 0 1 0 0 1 0 0 1 1]
[0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 1 0 1 1 0 1]
[0 0 0 0 1 0 1 1 1 0]"
ICdedhkY_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 0 0 1 1 1]
[0 1 0 1 0 0 1 0 0 1]
[0 1 0 1 0 1 0 0 0 1]
[0 0 1 1 1 0 0 0 1 0]
[0 0 1 0 1 0 0 1 0 1]
[0 0 0 0 1 1 1 0 1 0]"
ICdbMLwm?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 1 1 0]
[0 1 1 0 1 0 1 0 0 0]
[0 1 1 0 0 1 0 0 0 1]
[0 0 0 1 1 0 0 0 1 1]
[0 0 0 1 1 0 0 1 0 1]
[0 0 0 1 0 0 1 1 1 0]"
ICdbJNWm?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 1 0 0 0 0 0]
[1 1 0 1 1 0 0 0 0 0]
[1 1 1 0 0 1 0 0 0 0]
[1 1 1 0 0 0 1 0 0 0]
[0 0 0 1 0 0 0 1 1 1]
[0 0 0 0 1 0 0 1 1 1]
[0 0 0 0 0 1 1 0 1 1]
[0 0 0 0 0 1 1 1 0 1]
[0 0 0 0 0 1 1 1 1 0]"
IQhTQiiTO,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 1 0 0 0 0 0]
[1 1 0 1 1 0 0 0 0 0]
[1 1 1 0 1 0 0 0 0 0]
[1 1 1 1 0 0 0 0 0 0]
[0 0 0 0 0 0 1 1 1 1]
[0 0 0 0 0 1 0 1 1 1]
[0 0 0 0 0 1 1 0 1 1]
[0 0 0 0 0 1 1 1 0 1]
[0 0 0 0 0 1 1 1 1 0]"
I?B~vrw}?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 1 1 1 0 0 0 0]
[0 1 1 1 1 1 0 0 0 0]
[0 1 1 1 1 1 0 0 0 0]
[0 1 1 1 1 1 0 0 0 0]"
I?bvvrw^?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 0 0 0 1 1 1 0]
[1 1 0 0 0 0 1 1 0 1]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 1 1 1 0 0 0 0]
[0 1 1 1 1 1 0 0 0 0]
[0 1 0 1 1 1 0 0 0 1]
[0 0 1 1 1 1 0 0 1 0]"
I?rvfrwN_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 0 1 1]
[1 1 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 1 1 1 0 0 0 0]
[0 1 0 0 1 1 0 0 1 1]
[0 0 1 1 1 1 0 1 0 0]
[0 0 1 1 1 1 0 1 0 0]"
I?q~frw\_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 1 1 0]
[1 1 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 1 1 1 0 0 0 0]
[0 1 1 0 1 1 0 0 0 1]
[0 0 1 1 1 1 0 0 0 1]
[0 0 0 1 1 1 0 1 1 0]"
I?q~fjw]_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 0 0 0 1 1 1 0]
[1 1 0 0 0 0 0 1 1 1]
[1 1 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 0 0 1 0 1 0 1]
[0 0 1 1 1 1 1 0 0 0]
[0 0 1 1 1 1 0 0 0 1]
[0 0 0 1 1 1 1 0 1 0]"
I?q~ffw^?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 0 1 1]
[1 1 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 0 1 1 0 1 0 0]
[0 1 0 1 1 1 1 0 0 0]
[0 0 1 1 1 1 0 0 0 1]
[0 0 1 1 1 1 0 0 1 0]"
I?zVdzw\_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 0 0 0 1 1 1 0]
[1 1 0 0 0 0 0 1 1 1]
[1 1 0 0 0 0 1 1 0 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 0 1 1 0 0 1 0]
[0 0 1 1 1 1 0 0 0 1]
[0 0 1 1 0 1 1 0 0 1]
[0 0 0 1 1 1 0 1 1 0]"
I?zVfe{^?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 1 0 0 0 0]
[1 1 0 0 0 0 1 1 1 0]
[1 1 0 0 0 0 1 1 0 1]
[1 1 0 0 0 0 1 0 1 1]
[1 1 0 0 0 0 0 1 1 1]
[0 0 1 1 1 0 0 0 1 1]
[0 0 1 1 0 1 0 0 1 1]
[0 0 1 0 1 1 1 1 0 0]
[0 0 0 1 1 1 1 1 0 0]"
ICRvTzw]_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 0 0 0 1 1 1 0]
[1 1 0 0 0 0 1 1 0 1]
[1 0 0 0 1 0 1 0 1 1]
[1 0 0 1 0 0 0 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 1 0 1 0 1 0 0]
[0 1 1 0 1 1 1 0 0 0]
[0 1 0 1 1 1 0 0 0 1]
[0 0 1 1 1 1 0 0 1 0]"
ICRvRzwm_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 0 0 0 1 1 1 0]
[1 1 0 0 0 0 1 1 0 1]
[1 0 0 0 1 0 1 0 1 1]
[1 0 0 1 0 0 0 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 1 0 1 0 0 1 0]
[0 1 1 0 1 1 0 0 0 1]
[0 1 0 1 1 1 1 0 0 0]
[0 0 1 1 1 1 0 1 0 0]"
ICrffp{N_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 0 0 1 1]
[1 1 0 0 0 0 1 0 1 1]
[1 0 1 0 0 0 1 1 1 0]
[1 0 0 0 0 0 1 1 1 1]
[0 1 0 1 1 1 0 0 0 1]
[0 1 0 0 1 1 0 0 1 1]
[0 0 1 1 1 1 0 1 0 0]
[0 0 1 1 0 1 1 1 0 0]"
ICpvfq{Z_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 1 0 1 0]
[1 1 0 0 0 0 0 1 1 1]
[1 0 1 0 0 0 1 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 0 1 1 0 0 0 1]
[0 1 0 1 0 1 0 0 1 1]
[0 0 1 1 1 1 0 1 0 0]
[0 0 0 1 1 1 1 1 0 0]"
ICpvfZwN_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 1 0 1 0]
[1 1 0 0 0 0 1 0 1 1]
[1 0 1 0 0 0 0 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 1 0 1 0 0 0 1]
[0 1 0 0 1 1 0 0 1 1]
[0 0 1 1 1 1 0 1 0 0]
[0 0 0 1 1 1 1 1 0 0]"
ICpvbzwj_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 1 0 1 0]
[1 1 0 0 0 0 0 1 1 1]
[1 0 1 0 0 0 0 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 0 0 1 0 0 1 1]
[0 1 0 1 1 1 0 0 0 1]
[0 0 1 1 1 1 1 0 0 0]
[0 0 0 1 1 1 1 1 0 0]"
ICpvbzkm_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 1 0 0 1 1 0 0]
[1 1 1 0 0 0 0 0 1 1]
[1 1 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 0 0 1 0 1 1 0]
[0 0 1 0 1 1 1 0 0 1]
[0 0 0 1 1 1 1 0 0 1]
[0 0 0 1 1 1 0 1 1 0]"
ICpvTzw\_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 1 1 0 0]
[1 1 0 0 0 0 1 0 1 1]
[1 0 1 0 0 0 0 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 1 0 1 0 0 1 0]
[0 1 1 0 1 1 0 0 0 1]
[0 0 0 1 1 1 1 0 0 1]
[0 0 0 1 1 1 0 1 1 0]"
ICpvTvs^?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 0 0 0 1 1 1 0]
[1 1 0 0 0 0 1 1 0 1]
[1 1 0 0 0 1 1 0 0 1]
[1 0 0 0 1 0 0 1 1 1]
[0 1 1 1 1 0 0 0 1 0]
[0 0 1 1 0 1 0 0 1 1]
[0 0 1 0 0 1 1 1 0 1]
[0 0 0 1 1 1 0 1 1 0]"
ICrvRpylO,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 1 0 0 0 1 1 0]
[1 1 1 0 0 0 1 0 0 1]
[1 1 0 0 0 0 1 1 0 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 0 1 1 1 0 0 1 0]
[0 0 1 0 1 1 0 0 1 1]
[0 0 1 0 0 1 1 1 0 1]
[0 0 0 1 1 1 0 1 1 0]"
ICZevi{]_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 0 0 1 1 1 0 0]
[1 1 0 0 0 0 0 1 1 1]
[1 1 0 0 0 0 1 0 1 1]
[1 0 1 0 0 0 1 1 1 0]
[0 1 1 0 1 1 0 0 0 1]
[0 0 1 1 0 1 0 0 1 1]
[0 0 0 1 1 1 0 1 0 1]
[0 0 0 1 1 0 1 1 1 0]"
ICZevd{n?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 1 0 0 0 1 1 0]
[1 1 1 0 0 0 0 1 0 1]
[1 1 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 0 0 1 1 0 1 0 1]
[0 0 1 1 0 1 1 0 1 0]
[0 0 1 0 1 1 0 1 0 1]
[0 0 0 1 1 1 1 0 1 0]"
ICZelzw]_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 0 1 1]
[1 1 0 0 0 0 1 1 1 0]
[1 0 0 0 0 1 0 1 1 1]
[1 0 0 0 1 0 1 1 0 1]
[0 1 1 1 0 1 0 0 0 1]
[0 1 0 1 1 1 0 0 1 0]
[0 0 1 1 1 0 0 1 0 1]
[0 0 1 0 1 1 1 0 1 0]"
ICZbmzwm_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 0 1 1]
[1 1 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 1 1 1 0]
[1 0 0 0 1 0 1 1 0 1]
[0 1 1 0 1 1 0 0 1 0]
[0 1 0 1 1 1 0 0 0 1]
[0 0 1 1 1 0 1 0 0 1]
[0 0 1 1 0 1 0 1 1 0]"
ICZVTt{|?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 1 0 0 0 1 1 0]
[1 1 1 0 0 0 1 1 0 0]
[1 1 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 0 1 1 1 0 0 0 1]
[0 0 1 1 0 1 0 0 1 1]
[0 0 1 0 1 1 0 1 0 1]
[0 0 0 0 1 1 1 1 1 0]"
ICZVRu{|?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 1 0 0 1 1 0 0]
[1 1 1 0 0 0 1 0 1 0]
[1 1 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 1 0 1 0 0 0 1]
[0 0 1 0 1 1 0 0 1 1]
[0 0 0 1 1 1 0 1 0 1]
[0 0 0 0 1 1 1 1 1 0]"
ICZNfq{\_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 0 1 1]
[1 1 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 1 1 1 0]
[1 0 0 0 1 0 0 1 1 1]
[0 1 1 0 1 0 0 1 0 1]
[0 1 0 1 1 1 1 0 0 0]
[0 0 1 1 1 1 0 0 0 1]
[0 0 1 1 0 1 1 0 1 0]"
ICZNdzs]_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 1 0 1 0]
[1 1 0 0 0 0 0 1 1 1]
[1 0 1 0 0 0 1 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 0 1 1 0 1 0 0]
[0 1 0 1 0 1 1 0 0 1]
[0 0 1 1 1 1 0 0 0 1]
[0 0 0 1 1 1 0 1 1 0]"
ICZLrzs{_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 0 0 1 1]
[1 1 0 0 0 0 1 1 1 0]
[1 0 1 0 0 0 1 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 0 1 1 1 0 1 0 0]
[0 1 0 1 0 1 1 0 0 1]
[0 0 1 1 1 1 0 0 0 1]
[0 0 1 0 1 1 0 1 1 0]"
ICZJlvs}?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 0 0 1 1]
[1 1 0 0 0 0 1 1 1 0]
[1 0 1 0 0 0 1 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 0 1 1 1 0 0 0 1]
[0 1 0 1 0 1 0 0 1 1]
[0 0 1 1 1 1 0 1 0 0]
[0 0 1 0 1 1 1 1 0 0]"
ICXnezwl_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 1 1 0]
[1 1 0 0 0 0 1 0 1 1]
[1 0 0 0 0 1 0 1 1 1]
[1 0 0 0 1 0 0 1 1 1]
[0 1 1 1 0 0 0 1 0 1]
[0 1 1 0 1 1 1 0 0 0]
[0 0 1 1 1 1 0 0 0 1]
[0 0 0 1 1 1 1 0 1 0]"
ICXmvrsl_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 0 1 1]
[1 1 0 0 0 0 1 1 1 0]
[1 0 0 0 0 1 0 1 1 1]
[1 0 0 0 1 0 0 1 1 1]
[0 1 1 1 0 0 0 0 1 1]
[0 1 0 1 1 1 0 0 0 1]
[0 0 1 1 1 1 1 0 0 0]
[0 0 1 0 1 1 1 1 0 0]"
ICXmvjsm_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 1 1 0]
[1 1 0 0 0 0 1 1 0 1]
[1 0 0 0 0 1 1 0 1 1]
[1 0 0 0 1 0 1 0 1 1]
[0 1 1 1 1 1 0 0 0 0]
[0 1 1 1 0 0 0 0 1 1]
[0 0 1 0 1 1 0 1 0 1]
[0 0 0 1 1 1 0 1 1 0]"
ICY^frsZ_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 1 0 0 0 0 1 1]
[1 1 1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 0 0 1 1 0 1 1 0]
[0 1 0 0 1 1 1 0 0 1]
[0 0 1 1 1 1 1 0 0 0]
[0 0 1 1 1 1 0 1 0 0]"
ICY^fjk]_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 1 0 0 1 0 1 0]
[1 1 1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 0 1 1 0 1 0 0]
[0 1 0 0 1 1 1 0 0 1]
[0 0 1 1 1 1 0 0 0 1]
[0 0 0 1 1 1 0 1 1 0]"
