Graph String Name,Masrik Form of adjacency matrix
I?rDrqs\?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 1 0 1 0 1]
[0 1 0 1 1 0 1 0 0 0]
[0 1 0 0 0 1 0 0 1 1]
[0 0 1 1 1 0 0 0 1 0]
[0 0 1 0 0 0 1 1 0 1]
[0 0 0 1 1 0 1 0 1 0]"
I?qff`[N?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 1 0 1 0]
[1 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 1 0 0 1 1]
[0 1 1 1 1 0 0 0 0 0]
[0 1 1 0 0 0 0 0 1 1]
[0 1 0 1 0 0 0 0 1 1]
[0 0 1 0 1 0 1 1 0 0]
[0 0 0 1 1 0 1 1 0 0]"
I?qbupsl?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 1 1 0]
[0 1 1 0 1 0 1 0 0 0]
[0 1 0 0 0 1 0 0 1 1]
[0 0 1 1 1 0 0 0 0 1]
[0 0 0 1 1 0 1 0 0 1]
[0 0 0 1 0 0 1 1 1 0]"
I?qczro\?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 0 0 1 1]
[1 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 0 1 1 1]
[0 1 1 0 0 0 1 0 1 0]
[0 1 0 1 0 1 0 1 0 0]
[0 1 0 0 1 0 1 0 0 1]
[0 0 1 1 1 1 0 0 0 0]
[0 0 1 1 1 0 0 1 0 0]"
I?qa|ro\?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 1 0 1 0]
[1 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 1 1]
[0 1 1 0 1 0 0 1 0 0]
[0 1 1 0 0 0 0 0 1 1]
[0 1 0 1 0 1 0 0 0 1]
[0 0 1 1 1 0 1 0 0 0]
[0 0 0 1 1 0 1 1 0 0]"
I?qazrol?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 1 0 1 0]
[1 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 1 1]
[0 1 1 0 1 0 1 0 0 0]
[0 1 1 0 0 1 0 0 0 1]
[0 1 0 1 0 0 0 0 1 1]
[0 0 1 1 1 0 0 1 0 0]
[0 0 0 1 1 0 1 1 0 0]"
I?ovUqs\?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 1 1 1 0]
[0 1 1 1 0 0 0 0 0 1]
[0 0 1 0 1 0 0 0 1 1]
[0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 1 0 1 1 0 1]
[0 0 0 0 0 1 1 1 1 0]"
I?ou\ro\?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 0 0 1 1]
[1 0 0 0 0 0 1 0 1 1]
[0 1 1 1 0 0 0 0 1 0]
[0 1 1 0 1 0 0 1 0 0]
[0 1 1 0 0 0 1 0 0 1]
[0 0 0 1 1 1 0 0 0 1]
[0 0 0 1 1 0 0 1 1 0]"
I?otZrS{?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 1 0 1 0]
[1 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 1 1]
[0 1 1 0 1 0 0 0 0 1]
[0 1 1 0 0 0 0 1 1 0]
[0 1 0 1 0 0 1 0 0 1]
[0 0 1 1 1 0 1 0 0 0]
[0 0 0 1 1 1 0 1 0 0]"
I?qvAtwl?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 1 0 0 1 1]
[1 0 0 0 0 0 0 1 1 1]
[0 1 1 1 0 0 0 1 0 0]
[0 1 0 0 0 0 0 1 1 1]
[0 0 1 0 1 1 1 0 0 0]
[0 0 0 1 1 0 1 0 0 1]
[0 0 0 1 1 0 1 0 1 0]"
I?qteXq]?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 1 0 1 1]
[0 1 0 0 0 0 0 1 1 1]
[0 0 1 1 1 0 0 0 1 0]
[0 0 1 1 0 1 0 0 0 1]
[0 0 0 0 1 1 1 0 0 1]
[0 0 0 0 1 1 0 1 1 0]"
I?qreYw[_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[0 0 1 1 0 0 0 1 0 1]
[0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 1 0 0 1 1]
[0 0 0 0 1 0 1 1 0 1]
[0 0 0 0 0 1 1 1 1 0]"
I?qrdXqu?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 1 0 0 0 0 0 1 1 0]
[0 0 1 1 0 0 1 0 0 1]
[0 0 1 0 0 1 0 0 1 1]
[0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 1 0 1 1 0 1]
[0 0 0 0 0 1 1 1 1 0]"
I?rL`xq{?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 1 0 1 0]
[1 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 0 1 1 1]
[0 1 1 0 0 0 1 0 0 1]
[0 1 1 0 0 1 0 0 0 1]
[0 1 0 1 1 0 0 0 1 0]
[0 0 1 1 1 0 0 1 0 0]
[0 0 0 1 1 1 1 0 0 0]"
I?qjbrQl?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 0 0 1 1 1]
[0 1 0 1 0 0 1 0 0 1]
[0 1 0 0 0 1 0 0 1 1]
[0 0 1 1 1 0 0 0 1 0]
[0 0 1 0 1 0 1 1 0 0]
[0 0 0 1 1 1 1 0 0 0]"
I?qjczo[_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 0 0 1 1]
[1 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 0 1 1 1]
[0 1 1 0 0 0 1 1 0 0]
[0 1 0 1 0 1 0 1 0 0]
[0 1 0 0 1 1 1 0 0 0]
[0 0 1 1 1 0 0 0 0 1]
[0 0 1 1 1 0 0 0 1 0]"
I?qjayq{?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 1 0 1 0]
[1 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 1 1]
[0 1 1 0 1 0 0 0 1 0]
[0 1 1 0 0 0 0 1 0 1]
[0 1 0 1 0 0 1 0 0 1]
[0 0 1 1 1 1 0 0 0 0]
[0 0 0 1 1 0 1 1 0 0]"
I?o~Eew\?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 1 0 0 0 0 1 0 1 0]
[1 0 0 0 0 1 0 1 1 0]
[0 1 0 0 1 0 1 0 0 1]
[0 0 1 1 0 1 0 0 0 1]
[0 0 1 0 1 0 0 0 1 1]
[0 0 0 1 1 0 0 1 0 1]
[0 0 0 0 0 1 1 1 1 0]"
ICQffP[N?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 1 0 0 1 1]
[0 1 0 1 1 0 0 0 0 1]
[0 1 0 1 0 0 0 1 1 0]
[0 0 1 1 0 0 1 0 0 1]
[0 0 1 0 1 0 1 0 0 1]
[0 0 0 0 1 1 0 1 1 0]"
ICQfeo{Z?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 1 1 1 0]
[1 0 0 0 0 1 0 0 1 1]
[0 1 1 0 1 0 0 0 0 1]
[0 1 0 1 0 0 0 1 1 0]
[0 0 1 1 0 0 1 0 0 1]
[0 0 0 1 1 0 1 0 0 1]
[0 0 0 0 1 1 0 1 1 0]"
ICQfeW{]?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 1 1 0]
[1 0 0 0 0 0 1 1 0 1]
[0 1 0 1 0 0 1 0 1 0]
[0 1 0 0 1 1 0 0 0 1]
[0 0 1 1 1 0 0 0 0 1]
[0 0 1 1 0 1 0 0 0 1]
[0 0 0 0 1 0 1 1 1 0]"
ICQfdX[]?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 1 1 0 0]
[1 0 0 0 0 0 0 1 1 1]
[0 1 0 1 0 0 1 0 0 1]
[0 1 0 1 0 1 0 0 1 0]
[0 0 1 1 1 0 0 0 0 1]
[0 0 1 0 1 0 1 0 0 1]
[0 0 0 0 1 1 0 1 1 0]"
ICRbfQ[M_,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0]
[1 1 0 0 0 0 0 0 1 1]
[1 0 0 0 0 1 0 0 1 1]
[0 1 0 0 1 0 1 0 1 0]
[0 0 1 0 0 1 0 1 0 1]
[0 0 1 0 0 0 1 0 1 1]
[0 0 0 1 1 1 0 1 0 0]
[0 0 0 1 1 0 1 1 0 0]"
ICRb`yiu?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 0 1 0 1 1]
[0 1 0 1 0 0 0 0 1 1]
[0 1 0 0 1 0 0 1 0 1]
[0 0 1 1 0 0 1 0 1 0]
[0 0 1 0 1 1 0 1 0 0]
[0 0 0 1 1 1 1 0 0 0]"
ICR`vGyu?,"[0 1 1 1 1 0 0 0 0 0]
[1 0 1 1 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 1 0 0]
[1 1 0 0 0 0 0 0 1 1]
[0 0 1 1 0 0 1 1 0 0]
[0 0 1 0 0 1 0 0 1 1]
[0 0 0 1 0 1 0 0 1 1]
[0 0 0 0 1 0 1 1 0 1]
[0 0 0 0 1 0 1 1 1 0]"
