Graph String Name,Masrik Form of adjacency matrix
J?`fF`[NCs?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[1 0 0 0 0 0 1 0 0 1 1]
[0 1 1 1 0 0 1 0 0 0 0]
[0 1 0 0 1 1 0 1 0 0 0]
[0 1 0 0 0 0 1 0 0 1 1]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 1 0 1 0 0 1 1 0 0]
[0 0 0 1 1 0 0 1 1 0 0]"
J?`fBpwfCk?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 1 0 0 0 1]
[0 1 1 1 1 0 0 0 0 0 0]
[0 1 0 0 1 0 0 1 1 0 0]
[0 1 0 0 0 0 1 0 0 1 1]
[0 0 1 1 0 0 1 0 0 0 1]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 0 0 1 0 0 1 1 1 0]"
J?`fEg{]Cs?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 1 0 0 0 1]
[0 1 0 1 1 0 0 0 1 0 0]
[0 1 0 0 1 0 0 1 0 1 0]
[0 1 0 0 0 0 1 0 0 1 1]
[0 0 1 1 0 1 0 0 0 0 1]
[0 0 1 1 0 0 1 1 0 0 0]
[0 0 1 0 1 0 0 1 1 0 0]"
J?`fAx[kdo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[0 1 0 0 0 0 1 0 0 1 1]
[0 0 1 1 0 1 0 1 0 0 0]
[0 0 1 0 0 0 1 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 1 0 1 1 0 0]
[0 0 0 0 1 1 0 1 1 0 0]"
J?`edqwVBK?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 1 1 0 0 0 0 0]
[1 0 0 1 0 0 0 0 1 1 0]
[0 1 0 1 0 0 0 0 1 0 1]
[0 0 1 0 0 0 0 0 1 1 1]
[0 0 1 0 0 0 0 0 1 1 1]
[0 0 0 0 1 1 1 1 0 0 0]
[0 0 0 0 1 0 1 1 0 0 1]
[0 0 0 0 0 1 1 1 0 1 0]"
J?`edqsUbW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 0 1 0 0]
[1 0 0 0 0 0 1 0 1 1 0]
[0 1 0 1 0 0 0 0 0 1 1]
[0 0 1 0 1 0 0 1 0 0 1]
[0 0 1 0 0 0 1 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 1 0 1 1 0 0]
[0 0 0 0 0 1 1 1 1 0 0]"
J?`efH[Mdo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 1 1 0 1 0]
[0 1 1 0 0 0 0 0 0 1 1]
[0 0 1 0 1 0 0 0 1 0 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 1 0 0 1 0 0 1 1]
[0 0 0 0 1 1 0 1 1 0 0]
[0 0 0 0 0 1 1 1 1 0 0]"
J?`eeg{MfO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 1 0 0 1 0]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 0 1 0 0 0 1 0 0 1]
[0 1 0 1 0 0 0 0 0 1 1]
[0 0 1 0 1 1 0 0 0 0 1]
[0 0 1 0 1 0 0 0 0 1 1]
[0 0 0 1 1 0 1 0 1 0 0]
[0 0 0 0 0 1 1 1 1 0 0]"
J?`edh[MfO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 1 0 1 0]
[1 0 0 0 0 0 1 0 1 1 0]
[0 1 0 1 0 0 0 0 1 0 1]
[0 1 0 0 1 0 0 0 0 1 1]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 1 0 1 1 0 0 0 0 1]
[0 0 0 1 1 0 1 1 0 0 0]
[0 0 0 0 0 1 1 1 1 0 0]"
J?`edg{]ES?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 1 0 0 0 1 1]
[0 1 1 0 1 0 0 0 0 0 1]
[0 1 0 1 0 0 0 1 1 0 0]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 0 0 1 1 0 0 0]
[0 0 1 0 1 0 0 1 0 0 1]
[0 0 0 1 1 1 0 0 0 1 0]"
J?`edg{UfO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 1 0 1 0]
[1 0 0 0 0 0 1 0 1 1 0]
[0 1 0 1 0 0 0 1 0 0 1]
[0 1 0 0 1 0 0 0 0 1 1]
[0 0 1 1 0 1 0 0 0 0 1]
[0 0 1 0 1 0 0 0 0 1 1]
[0 0 0 1 1 0 1 0 1 0 0]
[0 0 0 0 0 1 1 1 1 0 0]"
J?`edW{uBc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 0 0 0 0 1 0 0 1 1]
[0 0 1 1 0 1 0 0 0 0 1]
[0 0 1 0 1 0 0 0 1 0 1]
[0 0 0 1 1 0 0 1 0 1 0]
[0 0 0 0 1 1 0 0 1 0 1]
[0 0 0 0 0 1 1 1 0 1 0]"
J?`ebZSMdo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 1 0 0 0 0 0 0 1 1]
[0 0 1 0 0 0 0 1 0 1 1]
[0 0 0 1 1 0 1 0 0 0 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 1 1 0 1 0 0]
[0 0 0 0 0 1 1 1 1 0 0]"
J?`e`xsefO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 0 0 0 0 1 0 1 1 0 0]
[0 1 0 1 1 0 0 0 0 1 0]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 1 0 1 0 0 0 1 0 1]
[0 0 0 0 1 0 0 1 0 1 1]
[0 0 0 0 0 1 1 0 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`efD[NDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[0 1 0 0 0 0 1 0 0 1 1]
[0 0 1 0 1 1 0 1 0 0 0]
[0 0 1 0 0 0 1 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 1 0 1 0 1 1 0 0]
[0 0 0 0 1 1 0 1 1 0 0]"
J?`eeewNBW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 0 1 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[0 1 0 1 1 0 0 0 0 0 1]
[0 0 1 0 0 0 0 1 0 1 1]
[0 0 1 0 0 0 1 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 0 1 1 1 0 0]
[0 0 0 0 0 1 1 1 1 0 0]"
J?`eedwNDW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 1 0 0 0 1]
[0 1 0 1 1 0 0 0 0 0 1]
[0 1 0 0 1 0 0 1 0 0 1]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 0 0 0 1 0 1 0]
[0 0 1 1 0 0 0 1 1 0 0]
[0 0 1 0 1 1 1 0 0 0 0]"
J?`eddwVDW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[1 0 0 0 0 0 1 0 0 1 1]
[0 1 1 1 0 0 0 0 0 0 1]
[0 1 0 0 1 0 0 1 0 0 1]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 0 0 0 1 0 1 0]
[0 0 1 0 1 0 0 1 1 0 0]
[0 0 0 1 1 1 1 0 0 0 0]"
J?`ede[]BW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 0 1 0 0 1 1]
[0 1 1 0 0 0 0 1 0 0 1]
[0 1 0 1 1 0 0 0 0 0 1]
[0 1 0 0 0 1 0 0 1 1 0]
[0 0 1 1 0 0 0 1 0 1 0]
[0 0 1 0 1 0 0 1 1 0 0]
[0 0 0 1 1 1 1 0 0 0 0]"
J?`edVS]@w?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 1 0 0 0 1]
[0 1 0 1 1 0 0 0 0 0 1]
[0 1 0 0 1 0 0 1 1 0 0]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 0 0 1 1 0 0 0]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 1 1 0 0 0 1 0]"
J?`edUs]Aw?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[1 0 0 0 0 0 1 0 0 1 1]
[0 1 1 1 0 0 0 0 0 0 1]
[0 1 0 0 1 0 0 1 1 0 0]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 0 0 1 1 0 0 0]
[0 0 1 0 1 0 0 1 0 0 1]
[0 0 0 1 1 1 0 0 0 1 0]"
J?`ecvoNBW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 1 0 1 0 0]
[1 0 0 0 0 1 0 0 0 1 1]
[1 0 0 0 0 0 0 0 1 1 1]
[0 1 1 1 0 0 1 0 0 0 0]
[0 1 1 0 0 1 0 1 0 0 0]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 0 1 0 0 1 0 0 1]
[0 0 0 1 1 0 0 1 0 0 1]
[0 0 0 1 1 0 0 0 1 1 0]"
J?`ecuw\BW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 1 0 1 0 0 0]
[1 0 0 0 0 0 1 1 1 0 0]
[0 1 1 1 0 0 0 0 0 1 0]
[0 0 1 0 1 0 0 0 1 0 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 0 1 0 0 1 1]
[0 0 0 0 0 1 0 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`eavoNDW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[1 0 0 0 0 0 1 0 0 1 1]
[0 1 1 1 0 0 0 0 1 0 0]
[0 1 0 0 1 0 0 1 0 1 0]
[0 1 0 0 0 0 1 0 1 0 1]
[0 0 1 1 0 1 0 1 0 0 0]
[0 0 1 0 1 0 1 0 0 0 1]
[0 0 0 1 1 0 0 1 0 1 0]"
J?`eatsmDW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 0 1 0 0]
[1 0 0 0 0 0 1 1 1 0 0]
[0 1 0 1 0 0 0 0 0 1 1]
[0 0 1 0 1 0 0 1 0 1 0]
[0 0 1 0 1 0 1 0 0 0 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 0 1 1 0 1 0 1]
[0 0 0 0 0 1 0 1 1 1 0]"
J?`e`voVDW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[1 0 0 0 0 0 1 0 0 1 1]
[0 1 1 1 0 0 0 0 0 1 0]
[0 1 0 0 1 0 0 1 0 0 1]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 1 1 0 1 0 0 0]
[0 0 0 1 1 0 1 0 1 0 0]"
J?`e`vS]DW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 1 0 0 0 1]
[0 1 1 0 1 0 0 0 1 0 0]
[0 1 0 0 1 0 0 1 0 0 1]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 0 1 0 1 0 0 0]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 0 1 1 0 1 0 0 1 0]"
J?`e`u[{BW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 1 0 1 0 0]
[1 0 0 0 0 1 0 0 0 1 1]
[1 0 0 0 0 0 0 0 1 1 1]
[0 1 1 1 0 0 0 0 1 0 0]
[0 1 1 0 0 0 0 1 0 1 0]
[0 1 0 0 0 0 1 0 1 0 1]
[0 0 1 0 1 1 0 1 0 0 0]
[0 0 0 1 1 0 1 0 0 0 1]
[0 0 0 1 1 0 0 1 0 1 0]"
J?`behkedo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 0 0 1 1 1]
[0 1 0 0 0 0 1 1 1 0 0]
[0 1 0 0 0 1 0 0 1 1 0]
[0 0 1 1 0 1 0 0 0 0 1]
[0 0 1 0 1 1 1 0 0 0 0]
[0 0 0 1 1 0 1 0 0 0 1]
[0 0 0 1 1 0 0 1 0 1 0]"
J?`beg{efO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 0 0 1 1 1]
[0 1 0 0 0 0 1 1 0 1 0]
[0 1 0 0 0 1 0 0 1 1 0]
[0 0 1 1 0 1 0 0 0 0 1]
[0 0 1 0 1 0 1 0 0 0 1]
[0 0 0 1 1 1 1 0 0 0 0]
[0 0 0 1 1 0 0 1 1 0 0]"
J?`bed[mDW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 1 0 1 0 0]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 0 0 0 0 0 0 1 1 1]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 1 0 1 0 0 1 0]
[0 0 0 1 1 1 0 0 0 0 1]
[0 0 0 0 1 1 0 1 0 0 1]
[0 0 0 0 0 1 1 0 1 1 0]"
J?`bec{fFO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 0 0 1 1 0]
[1 0 0 0 0 0 1 1 1 0 0]
[0 1 0 0 0 0 1 0 0 1 1]
[0 0 1 0 1 1 0 0 0 0 1]
[0 0 1 0 1 0 0 0 1 1 0]
[0 0 0 1 1 0 0 1 0 0 1]
[0 0 0 1 0 1 0 1 0 0 1]
[0 0 0 0 0 1 1 0 1 1 0]"
J?`bbfKfDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 1 0 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 1 0 1 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[0 0 1 1 0 0 1 0 1 0 0]
[0 0 1 0 0 1 0 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 0 0 1 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`bbe[fFO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 1 0 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 1 1 0 0 0 1 1 0 0]
[0 0 0 0 1 0 1 0 0 1 1]
[0 0 0 0 1 0 1 0 0 1 1]
[0 0 0 0 0 1 0 1 1 0 1]
[0 0 0 0 0 1 0 1 1 1 0]"
J?`eTi[[bo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 0 0 0 1 1 1]
[0 1 1 0 0 0 0 1 1 0 0]
[0 1 0 1 0 0 0 1 0 1 0]
[0 1 0 0 0 1 1 0 0 0 1]
[0 0 1 1 1 1 0 0 0 0 0]
[0 0 1 0 1 0 1 0 0 0 1]
[0 0 0 1 1 0 0 1 0 1 0]"
J?`eRhsedo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 1 0 1 0 0 0]
[1 0 0 0 0 1 0 1 1 0 0]
[0 1 1 1 1 0 0 0 0 0 0]
[0 0 1 0 0 0 0 0 1 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 0 1 0 0 1 1]
[0 0 0 0 0 0 1 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`cuhk{@s?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 1 0 1 0 0]
[1 0 0 0 0 1 0 0 0 1 1]
[1 0 0 0 0 0 0 0 1 1 1]
[0 1 1 1 0 0 0 0 0 1 0]
[0 1 1 0 0 0 0 1 1 0 0]
[0 1 0 0 0 0 1 0 1 0 1]
[0 0 1 0 1 0 1 1 0 0 0]
[0 0 0 1 1 1 0 0 0 0 1]
[0 0 0 1 1 0 0 1 0 1 0]"
J?`crjS]DS?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 1 0 1 0 1]
[0 1 1 0 0 0 1 1 0 0 0]
[0 1 0 0 1 1 0 1 0 0 0]
[0 1 0 0 0 1 1 0 0 1 0]
[0 0 1 1 1 0 0 0 0 0 1]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 0 1 1 0 0 0 1 1 0]"
J?`crhsefO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 0 0 0 0 1 0 1 1 0 0]
[0 1 1 1 1 0 0 0 0 0 0]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 0 0 1 0 0 0 1 1 1]
[0 0 0 0 1 0 0 1 0 1 1]
[0 0 0 0 0 0 1 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`eMdwNDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 1 0 1 0 0]
[1 0 0 0 0 1 1 0 0 1 0]
[0 1 0 1 1 0 0 0 0 1 0]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 0 0 0 1 0 1 0 1]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 1 1 0 0 0 0 1]
[0 0 1 0 0 0 0 1 1 1 0]"
J?`eItwlDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 1 0 0 0 1]
[1 0 0 0 0 0 1 0 1 0 1]
[0 1 1 1 0 0 0 0 0 1 0]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 0 0 0 1 0 0 1 1]
[0 0 1 0 1 0 0 0 0 1 1]
[0 0 1 0 0 1 0 1 1 0 0]
[0 0 0 1 1 0 0 1 1 0 0]"
J?`bKyY{Bo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 1 0 1 0 0]
[0 1 0 0 1 0 0 1 0 1 0]
[0 1 0 0 1 0 0 1 0 0 1]
[0 1 0 0 0 1 1 0 1 0 0]
[0 0 1 1 1 0 0 1 0 0 0]
[0 0 1 1 0 1 0 0 0 0 1]
[0 0 1 1 0 0 1 0 0 1 0]"
J?`bKlwuDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 1 0]
[1 0 0 0 0 1 1 0 0 0 1]
[0 1 1 0 1 0 0 1 0 0 0]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 0 0 1 1 0 0 0 1]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 1 1 0 0 0 0 1 0 1]
[0 0 0 0 1 0 0 1 1 1 0]"
J?`bImwmEo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 1 0 0 0 0 0 0]
[1 1 0 1 0 1 0 0 0 0 0]
[1 1 1 0 0 0 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[0 0 1 0 0 0 1 1 1 0 0]
[0 0 0 1 0 1 0 0 0 1 1]
[0 0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 0 0 1 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`cmhw]DS?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[1 0 0 0 0 1 1 0 0 0 1]
[0 1 1 1 1 0 0 0 0 0 0]
[0 1 0 0 1 0 0 1 0 1 0]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 0 0 1 1 0 0 1]
[0 0 0 1 1 0 0 0 1 1 0]"
J?`cmhi]Do?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 1 1 0 0 0 1]
[0 1 1 0 1 0 0 1 0 0 0]
[0 1 0 1 1 0 0 0 0 1 0]
[0 1 0 0 0 1 0 0 1 1 0]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 0 0 1 1 0 0 1]
[0 0 0 1 1 0 0 0 1 1 0]"
J?`cjhiuDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 1 0 1 0 0]
[1 0 0 0 0 1 0 1 1 0 0]
[0 1 0 0 1 0 1 0 0 1 0]
[0 0 1 1 0 1 0 0 0 0 1]
[0 0 1 0 1 0 0 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 0 1 0 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`cmZo]@s?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 1 0 0 1 0 1]
[0 1 1 0 1 0 0 0 0 1 0]
[0 1 0 1 0 0 0 1 0 0 1]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 1 0 0 1 0 0 0]
[0 0 1 0 0 1 0 1 0 0 1]
[0 0 0 1 1 0 1 0 0 1 0]"
J?`cjXwuDc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 1 0 0 0 1]
[1 0 0 0 0 0 1 0 1 0 1]
[0 1 1 1 0 0 0 1 0 0 0]
[0 1 0 1 1 0 0 0 0 0 1]
[0 1 0 0 0 1 0 0 1 1 0]
[0 0 1 0 1 0 0 1 0 1 0]
[0 0 1 0 0 0 0 1 1 0 1]
[0 0 0 1 1 0 1 0 0 1 0]"
J?`cizo]DS?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[1 0 0 0 0 0 1 0 1 0 1]
[0 1 1 1 0 0 0 0 0 0 1]
[0 1 0 0 1 0 0 1 0 1 0]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 1 0 0 1 0 0 0]
[0 0 1 0 0 0 1 1 0 0 1]
[0 0 0 1 1 1 0 0 0 1 0]"
