Graph String Name,Masrik Form of adjacency matrix
J?`ciza]Do?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 1 0 1 0 0]
[1 0 0 0 0 1 0 0 0 1 1]
[1 0 0 0 0 0 1 0 0 1 1]
[0 1 1 1 0 0 0 0 0 1 0]
[0 1 1 0 1 0 0 1 0 0 0]
[0 1 0 0 0 0 1 0 1 0 1]
[0 0 1 0 0 0 0 1 0 1 1]
[0 0 0 1 1 1 0 0 1 0 0]
[0 0 0 1 1 0 0 1 1 0 0]"
J?`ciyq]FO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 1 0 0 0 1]
[1 0 0 0 0 0 1 0 1 0 1]
[0 1 1 1 0 0 0 0 0 0 1]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 0 1 0 0 1 0 1 0]
[0 0 1 0 0 0 0 1 1 0 1]
[0 0 0 1 1 1 0 0 0 1 0]"
J?`cixi{Do?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 1 0 1 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 0 1 1]
[0 1 1 0 1 0 0 1 0 0 0]
[0 1 1 0 0 0 0 0 0 1 1]
[0 1 0 0 0 1 0 0 1 1 0]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 0 1 1 0 1 1 0 0 0]
[0 0 0 1 1 0 1 0 1 0 0]"
J?`ciwy{FO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 0 1 0 0 1 1]
[0 1 1 0 0 0 0 0 0 1 1]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 1 1 0 1 0 0 0]
[0 0 0 1 1 1 0 0 1 0 0]"
J?`cmdw]DW?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[1 0 0 0 0 1 1 0 0 0 1]
[0 1 1 1 1 0 0 0 0 0 0]
[0 1 0 0 1 0 0 1 0 0 1]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 0 0 0 1 0 1 0]
[0 0 1 0 0 0 0 1 1 0 1]
[0 0 0 1 1 0 1 0 0 1 0]"
J?`cjdkuDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 1 0 1 0]
[1 0 0 0 0 1 0 0 1 1 0]
[0 1 0 1 1 0 0 0 0 1 0]
[0 1 0 0 0 0 0 1 1 0 1]
[0 0 1 1 0 0 1 0 0 0 1]
[0 0 1 0 1 0 1 0 0 0 1]
[0 0 0 1 1 1 0 0 0 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`cjd[yDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 1 0 1 0]
[1 0 0 0 0 1 0 0 1 1 0]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 0 0 0 0 0 1 1 1]
[0 0 1 1 0 1 0 0 0 0 1]
[0 0 1 0 1 0 1 0 0 0 1]
[0 0 0 1 1 0 1 0 0 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`cmLw]Do?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 1 0 1 0 0]
[1 0 0 0 0 1 0 0 0 1 1]
[1 0 0 0 0 1 1 0 0 1 0]
[0 1 1 1 1 0 0 0 0 0 0]
[0 1 1 0 1 0 0 1 0 0 0]
[0 1 0 0 0 0 1 0 1 0 1]
[0 0 1 0 0 0 0 1 0 1 1]
[0 0 0 1 1 0 0 0 1 0 1]
[0 0 0 1 0 0 0 1 1 1 0]"
J?`ck^o]Bo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[1 0 0 0 0 1 0 0 1 0 1]
[0 1 1 1 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 1 0 1 1]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 1 0 0 1 0 0 0]
[0 0 1 0 0 0 1 1 0 0 1]
[0 0 0 1 1 0 1 0 0 1 0]"
J?`ci^o]Do?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 1 0 0 1 0 1]
[0 1 1 0 1 0 0 1 0 0 0]
[0 1 0 1 0 0 0 0 0 1 1]
[0 1 0 0 0 1 0 0 1 1 0]
[0 0 1 1 1 0 0 1 0 0 0]
[0 0 1 0 0 0 1 1 0 0 1]
[0 0 0 1 1 0 1 0 0 1 0]"
J?`cg~o]FO?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 0 1 0 1 0 1]
[0 1 1 0 0 0 0 0 0 1 1]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 0 0 0 1 0 1 1 0]
[0 0 1 1 1 0 0 1 0 0 0]
[0 0 1 0 0 1 0 1 0 0 1]
[0 0 0 1 1 1 0 0 0 1 0]"
J?`anGyuDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 1 1 0 1 0]
[0 1 1 0 0 0 0 0 1 0 1]
[0 0 1 0 1 0 0 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 1 0 1 0 0 0 1 1]
[0 0 0 0 1 0 1 1 1 0 0]
[0 0 0 0 0 1 1 1 1 0 0]"
J?`amhwido?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 1 0 0 0 1]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 0 1 0 0 1 1 0 0]
[0 1 0 0 0 1 1 0 0 1 0]
[0 0 1 1 0 0 1 0 0 0 1]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 1 0 0 0 1 1 0]"
J?`ajjgmCs?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 0 0 0 0 1 0 1 1 0 0]
[0 1 1 0 1 0 0 0 1 0 0]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 0 0 1 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`ajiwmES?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 1 1 0 0]
[0 1 1 0 1 0 1 0 0 0 0]
[0 0 1 0 0 1 0 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 0 0 1 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?`alZo]Cs?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[0 1 0 1 0 0 0 1 0 1 0]
[0 1 0 0 1 0 0 1 0 0 1]
[0 1 0 0 0 1 1 0 1 0 0]
[0 0 1 1 1 0 0 1 0 0 0]
[0 0 1 1 0 1 0 0 0 0 1]
[0 0 1 0 1 0 1 0 0 1 0]"
J?`amLwmDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 1 0 1 0 0]
[1 0 0 0 0 1 1 0 0 1 0]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 0 0 1 1 0 0 0 1]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 1 0 1 0 0 0 1 0 1]
[0 0 1 0 0 0 0 1 1 1 0]"
J?`alLwuDo?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 1 0 1 0 0]
[1 0 0 0 0 0 1 0 0 1 1]
[0 1 1 1 0 0 0 1 0 0 0]
[0 1 0 1 1 0 0 1 0 0 0]
[0 1 0 0 0 1 1 0 0 0 1]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 1 0 1 0 0 0 1 0 1]
[0 0 0 0 1 0 0 1 1 1 0]"
J?`ak^o]Do?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[0 1 0 1 1 0 1 0 0 0 0]
[0 1 0 0 0 1 0 1 1 0 0]
[0 1 0 0 0 0 1 0 0 1 1]
[0 0 1 1 1 0 1 0 0 0 0]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 1 0 0 1 0 1 0]"
J?aJc^o]Bg?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 0 0 1 1 1]
[0 1 0 0 0 0 1 1 1 0 0]
[0 1 0 0 0 1 0 1 0 1 0]
[0 1 0 0 0 1 1 0 0 0 1]
[0 0 1 1 1 1 0 0 0 0 0]
[0 0 1 1 1 0 1 0 0 0 0]
[0 0 1 1 1 0 0 1 0 0 0]"
J?`vApYmDI?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 1 0 1 0]
[1 0 0 0 0 1 0 0 1 1 0]
[0 1 0 1 1 0 0 0 0 0 1]
[0 1 0 0 0 0 0 1 1 0 1]
[0 0 1 1 0 0 1 0 0 1 0]
[0 0 1 0 1 0 1 0 0 0 1]
[0 0 0 1 1 0 0 1 0 0 1]
[0 0 0 0 0 1 1 0 1 1 0]"
J?`reRKm@e?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 0 1 0 1 1]
[0 1 0 0 0 0 1 0 1 1 0]
[0 1 0 0 0 1 0 0 1 1 0]
[0 0 1 1 1 0 0 0 0 0 1]
[0 0 1 0 0 1 1 0 0 0 1]
[0 0 0 1 1 1 1 0 0 0 0]
[0 0 0 1 1 0 0 1 1 0 0]"
J?`rePpmC[?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 1 1 0]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 0 0 0 0 1 0 0 1 1]
[0 1 0 0 0 1 0 0 0 1 1]
[0 0 1 1 1 0 0 0 0 0 1]
[0 0 1 1 1 0 0 0 0 0 1]
[0 0 0 1 1 1 1 0 0 0 0]
[0 0 0 0 0 1 1 1 1 0 0]"
J?r@fRoF`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 0 0 1 1 1]
[0 1 1 1 0 0 1 0 0 0 0]
[0 1 1 0 0 1 0 0 0 0 1]
[0 1 1 0 0 0 0 0 1 0 1]
[0 0 0 1 1 0 0 1 0 1 0]
[0 0 0 1 1 0 0 0 1 0 1]
[0 0 0 0 1 0 1 1 0 1 0]"
J?r@fRWL`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 1 1 0 0 0 0 0 0 1]
[0 0 1 1 0 0 0 1 1 0 0]
[0 0 0 0 1 0 1 0 0 1 1]
[0 0 0 0 1 0 1 0 0 1 1]
[0 0 0 0 1 0 0 1 1 0 1]
[0 0 0 0 0 1 0 1 1 1 0]"
J?r@drK[`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 1 1 0 0 0 1 0 0 0]
[0 0 1 1 0 0 0 0 1 0 1]
[0 0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 1 0 1 0 0 1 1]
[0 0 0 0 1 0 0 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?r@drE]@k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 0 0 1 1]
[1 0 0 0 0 1 0 0 0 1 1]
[0 1 0 1 1 0 1 0 0 0 0]
[0 1 0 0 0 1 0 1 1 0 0]
[0 0 1 0 0 0 1 0 1 1 0]
[0 0 1 0 0 0 1 1 0 0 1]
[0 0 0 1 1 0 0 1 0 0 1]
[0 0 0 1 1 0 0 0 1 1 0]"
J?r@eVoN@k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 0 0 0 1 1 1]
[1 0 0 0 0 0 0 0 1 1 1]
[0 1 1 0 0 0 1 0 1 0 0]
[0 1 1 0 0 1 0 0 0 1 0]
[0 1 1 0 0 0 0 0 0 1 1]
[0 0 0 1 1 1 0 0 0 0 1]
[0 0 0 1 1 0 1 1 0 0 0]
[0 0 0 1 1 0 0 1 1 0 0]"
J?qbFa[U`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 0 0 1 0 1 1]
[0 1 1 0 0 0 0 1 0 1 0]
[0 1 0 1 0 0 0 1 0 0 1]
[0 1 0 0 1 1 1 0 0 0 0]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 1 0 1 1 0 0 1 0 0]
[0 0 0 1 1 0 1 0 1 0 0]"
J?qbF`[e`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[1 0 0 0 0 0 1 0 1 0 1]
[1 0 0 0 0 0 0 1 0 1 1]
[0 1 1 0 0 0 0 0 0 1 1]
[0 1 0 1 0 0 0 1 0 0 1]
[0 1 0 0 1 0 1 0 1 0 0]
[0 0 1 1 0 0 0 1 0 1 0]
[0 0 1 0 1 1 0 0 1 0 0]
[0 0 0 1 1 1 1 0 0 0 0]"
J?qbEq[[`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 1 0 0 0 1 0 0 0]
[1 0 1 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 1 0 1 0]
[0 1 0 0 1 0 1 0 0 0 1]
[0 1 0 0 0 1 0 0 0 1 1]
[0 0 1 1 1 0 0 0 1 0 0]
[0 0 0 1 0 0 0 1 0 1 1]
[0 0 0 0 1 0 1 0 1 0 1]
[0 0 0 0 0 1 1 0 1 1 0]"
J?qbDq[Tbc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 1 0 1 0 0 0 0 0]
[1 0 1 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 1 0 1 0]
[0 1 1 0 1 0 0 0 1 0 0]
[0 1 0 0 0 0 0 1 0 1 1]
[0 0 0 1 1 0 1 0 0 0 1]
[0 0 0 1 0 1 0 0 0 1 1]
[0 0 0 0 1 0 1 0 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?qbDp[s`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 1 1 0 0 0 1 0]
[1 0 0 1 0 0 1 0 0 0 1]
[0 1 0 1 0 0 0 1 0 0 1]
[0 1 0 0 1 0 0 0 0 1 1]
[0 0 1 0 0 1 0 0 1 1 0]
[0 0 1 0 0 0 0 1 0 1 1]
[0 0 0 1 0 0 1 1 1 0 0]
[0 0 0 0 1 1 1 0 1 0 0]"
J?qbDqqVAk?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 1 0 0 0 0 1 1]
[1 0 0 1 0 1 1 0 0 0 0]
[0 1 0 0 1 0 0 1 0 1 0]
[0 1 0 0 1 0 0 0 1 0 1]
[0 0 1 0 0 1 0 0 1 0 1]
[0 0 1 0 0 0 1 1 0 1 0]
[0 0 0 1 0 1 0 0 1 0 1]
[0 0 0 1 0 0 1 1 0 1 0]"
J?qafRSM`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 1 0 1 0 0]
[1 0 0 0 0 1 0 1 0 1 0]
[0 1 0 0 1 0 0 0 1 0 1]
[0 0 1 1 0 0 0 1 0 0 1]
[0 0 1 0 1 0 1 0 0 1 0]
[0 0 0 1 0 1 0 0 0 1 1]
[0 0 0 0 1 0 0 1 1 0 1]
[0 0 0 0 0 1 1 0 1 1 0]"
J?qadrgT`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 1 0 0 1 0]
[0 1 1 0 1 0 0 0 0 0 1]
[0 0 1 0 1 0 0 1 0 1 0]
[0 0 0 1 0 0 1 0 1 0 1]
[0 0 0 1 0 0 0 1 0 1 1]
[0 0 0 0 1 0 1 0 1 0 1]
[0 0 0 0 0 1 0 1 1 1 0]"
J?qadpwp`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 0 0 1 1]
[1 0 0 0 0 1 0 1 0 1 0]
[0 1 0 1 1 0 1 0 0 0 0]
[0 1 0 0 0 1 0 0 1 0 1]
[0 0 1 0 1 0 0 0 1 1 0]
[0 0 1 0 0 0 1 1 0 0 1]
[0 0 0 1 1 0 0 1 0 0 1]
[0 0 0 1 0 0 1 0 1 1 0]"
J?qadqkTbc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 1 0 1 0 0 0]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 1 1 0 0 0 0 1 0 0]
[0 0 1 0 0 0 0 1 0 1 1]
[0 0 0 1 1 0 1 0 0 0 1]
[0 0 0 0 1 1 0 0 0 1 1]
[0 0 0 0 1 0 1 0 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?qadp[w`k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 1 0 0 0 1 1]
[0 1 0 0 1 0 1 0 0 1 0]
[0 1 0 0 0 1 0 0 1 0 1]
[0 0 1 1 0 0 0 0 1 0 1]
[0 0 1 0 0 0 1 1 0 1 0]
[0 0 0 1 1 1 0 0 1 0 0]
[0 0 0 1 1 0 1 1 0 0 0]"
J?qadpit@k?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 1 0 0 0 1 0 0 0]
[1 0 1 0 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 0 1 0 1]
[0 1 0 0 1 0 1 0 0 0 1]
[0 1 0 0 0 1 0 1 1 0 0]
[0 0 1 0 0 0 1 0 0 1 1]
[0 0 0 1 1 0 1 0 0 1 0]
[0 0 0 1 0 0 0 1 1 0 1]
[0 0 0 0 1 1 0 1 0 1 0]"
J?qadrENBc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 1 0 0 0 0 0 0 1 1]
[0 0 1 0 0 0 0 1 1 0 1]
[0 0 0 1 1 0 1 0 0 0 1]
[0 0 0 1 1 0 1 0 0 1 0]
[0 0 0 0 1 1 0 0 1 0 1]
[0 0 0 0 0 1 1 1 0 1 0]"
J?qadqeVBc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 1 0 1 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[0 1 0 0 1 0 0 0 0 1 1]
[0 0 1 1 0 0 0 1 0 1 0]
[0 0 1 0 0 0 1 0 1 0 1]
[0 0 0 1 1 0 0 1 0 0 1]
[0 0 0 0 1 1 1 0 0 0 1]
[0 0 0 0 0 1 0 1 1 1 0]"
J?qadomtBc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 0 1 0 1 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[0 1 0 0 1 0 0 1 0 1 0]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 1 0 0 1 0 0 1 0 1]
[0 0 0 1 1 0 0 1 0 0 1]
[0 0 0 0 1 1 1 0 0 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?qadjKMbc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 1 1 0 0 0]
[1 1 0 0 0 1 0 0 1 0 0]
[1 0 0 0 0 1 0 0 1 1 0]
[0 1 0 1 1 0 1 0 0 0 0]
[0 0 1 0 0 1 0 1 0 0 1]
[0 0 1 0 0 0 1 0 0 1 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 0 0 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?qadikUbc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 1 0 1 0 0 0]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 1 1 0 0 1 0 0 0 0]
[0 0 1 0 0 1 0 0 1 0 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 0 1 0 1 0 0 1 1]
[0 0 0 0 1 0 0 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?qadi[Ybc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 1 0 1 0 0 0 0 0]
[1 1 0 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 1 0 1 0]
[0 1 1 0 1 0 1 0 0 0 0]
[0 0 1 0 0 1 0 0 1 0 1]
[0 0 0 1 1 0 0 0 0 1 1]
[0 0 0 1 0 0 1 0 0 1 1]
[0 0 0 0 1 0 0 1 1 0 1]
[0 0 0 0 0 0 1 1 1 1 0]"
J?qadiM]Bc?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 0 0 0 0 1 0 0 1 1]
[0 1 0 0 0 1 0 0 1 0 1]
[0 0 1 1 1 0 0 0 1 0 0]
[0 0 1 0 1 0 1 1 0 0 0]
[0 0 0 1 1 1 0 0 0 0 1]
[0 0 0 1 0 1 1 0 0 1 0]"
J?qabjEm@s?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 0 0 1 1]
[1 0 0 0 0 0 0 1 1 1 0]
[0 1 0 1 0 0 1 0 0 1 0]
[0 1 0 0 0 1 0 1 0 0 1]
[0 0 1 0 1 0 1 0 0 0 1]
[0 0 1 0 1 0 0 0 0 1 1]
[0 0 0 1 1 1 0 0 1 0 0]
[0 0 0 1 0 0 1 1 1 0 0]"
J?qabiUmBS?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 1 0 1 1]
[1 0 0 0 0 1 0 0 1 1 0]
[0 1 0 0 1 0 1 0 0 1 0]
[0 1 0 0 0 1 0 0 1 0 1]
[0 0 1 1 0 0 0 0 0 1 1]
[0 0 1 0 1 0 1 0 0 0 1]
[0 0 0 1 1 1 0 1 0 0 0]
[0 0 0 1 0 0 1 1 1 0 0]"
J?qabhUmDS?,"[0 1 1 1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 1 1 0 0]
[1 0 0 0 0 1 0 0 0 1 1]
[1 0 0 0 0 1 0 1 0 1 0]
[0 1 0 1 1 0 0 0 0 1 0]
[0 1 0 0 0 0 0 1 1 0 1]
[0 0 1 0 1 0 1 0 0 0 1]
[0 0 1 0 0 0 1 0 0 1 1]
[0 0 0 1 1 1 0 0 1 0 0]
[0 0 0 1 0 0 1 1 1 0 0]"
