Graph String Name,Masrik Form of Adjacency Matrix
G?AEDo,"[0 1 1 0 0 0 0 0]
[1 0 0 1 1 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 1 1]
[0 1 0 0 0 0 0 0]
[0 0 0 1 0 0 0 0]
[0 0 0 1 0 0 0 0]
[0 0 0 1 0 0 0 0]"
G?AEBo,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 1 0]
[0 0 0 0 0 1 0 1]
[0 0 0 0 0 0 1 0]"
G?AEFo,"[0 1 1 1 1 1 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?AEDw,"[0 1 1 0 0 0 0 0]
[1 0 0 1 1 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 1 1 1 1]
[0 1 0 1 0 0 0 0]
[0 0 0 1 0 0 0 0]
[0 0 0 1 0 0 0 0]
[0 0 0 1 0 0 0 0]"
G?AEBw,"[0 1 1 1 1 1 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 1]
[0 0 1 0 0 0 1 0]"
G?AEDs,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 1 1 0]
[1 1 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?AEFw,"[0 1 1 1 1 1 1 0]
[1 0 1 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 1 0 0 0 0]"
G?AEFs,"[0 1 1 1 1 1 1 0]
[1 0 1 0 0 0 0 1]
[1 1 0 1 0 0 0 0]
[1 0 1 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?AEF{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 0 0 0 0]
[1 1 0 0 1 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]"
G?ABEo,"[0 1 1 0 0 0 0 0]
[1 0 0 1 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 1 1 1 0]
[0 0 0 1 0 0 0 1]
[0 0 0 1 0 0 0 0]
[0 0 0 1 0 0 0 0]
[0 0 0 0 1 0 0 0]"
G?ABCs,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 1 1 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 1]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 0 0 1 0 0 0]"
G?ABFo,"[0 1 1 1 1 1 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 1 1 0 0 0 0]"
G?ABEw,"[0 1 1 0 0 0 0 0]
[1 0 0 1 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 1 1 1 1]
[0 0 0 1 0 1 0 0]
[0 0 0 1 1 0 0 0]
[0 0 0 1 0 0 0 0]
[0 0 0 1 0 0 0 0]"
G?ABEs,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 1 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 1]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 0 0 1 0 0 0]"
G?ABC{,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 1 1 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 0 0]
[0 1 0 0 1 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?ABFw,"[0 1 1 1 1 1 1 0]
[1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 0 0 1 1 0 0 0]"
G?ABFs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 0 0 0 1 0 0 0]"
G?ABE{,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 1 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 0 0]
[0 1 0 0 1 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?ABF{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]"
G?ACNo,"[0 1 1 1 1 1 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 1]
[0 1 0 0 0 0 1 0]"
G?ACNw,"[0 1 1 1 1 1 1 0]
[1 0 1 0 0 0 0 1]
[1 1 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 0]"
G?ACN{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 0 0 0 0]
[1 1 0 1 0 0 0 0]
[1 1 1 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]"
G?AF?w,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 0 0]
[0 0 0 0 1 0 1 1]
[0 0 0 0 0 1 0 0]
[0 0 0 0 0 1 0 0]"
G?AFEo,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 1 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 1]
[0 1 0 0 0 0 0 0]
[0 0 0 0 1 0 0 0]
[0 0 0 0 1 0 0 0]"
G?AFBo,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 0]
[0 0 0 0 0 1 0 1]
[0 0 0 0 0 0 1 0]"
G?AFCw,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 1 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 1 1]
[0 1 0 0 1 0 0 0]
[0 0 0 0 1 0 0 0]
[0 0 0 0 1 0 0 0]"
G?AFAw,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 0 0]
[0 0 1 0 1 0 1 1]
[0 0 0 0 0 1 0 0]
[0 0 0 0 0 1 0 0]"
G?AFCs,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?AF?{,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?AFFo,"[0 1 1 1 1 1 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?AFEw,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 1 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 1 1 1]
[0 1 0 0 1 0 0 0]
[0 0 0 0 1 0 0 0]
[0 0 0 0 1 0 0 0]"
G?AFBw,"[0 1 1 1 1 1 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 1]
[0 0 1 1 0 0 1 0]"
G?AFEs,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 0]
[1 1 0 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?AFBs,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 1]
[0 0 0 0 0 0 1 0]"
G?AFC{,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?AFA{,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 1 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?AFFw,"[0 1 1 1 1 1 1 0]
[1 0 1 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 1 1 0 0 0]"
G?AFFs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?AFE{,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 1]
[1 1 0 0 0 1 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?AFB{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 1 0 0 0]"
G?AFF{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 1 0 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]"
G?ABeO,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 1 0]
[0 0 0 0 1 0 0 1]
[0 0 0 0 1 0 0 0]
[0 0 0 0 0 1 0 0]"
G?ABfO,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 1 1 0]
[0 0 0 0 1 0 0 1]
[0 0 0 0 1 0 0 0]
[0 0 0 0 0 1 0 0]"
G?ABeW,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 1 1]
[0 0 0 0 1 0 1 0]
[0 0 0 0 1 1 0 0]
[0 0 0 0 1 0 0 0]"
G?ABeS,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 1]
[0 1 0 0 0 0 0 0]
[0 0 0 0 0 1 0 0]"
G?ABc[,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 1 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 1 0]
[0 1 0 0 0 1 0 0]
[0 1 0 0 0 0 0 0]"
G?ABfo,"[0 1 1 1 1 1 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 1 1 1 0 0 0]"
G?ABfW,"[0 1 1 1 0 0 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 1 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 1 1 1]
[0 0 0 0 1 0 1 0]
[0 0 0 0 1 1 0 0]
[0 0 0 0 1 0 0 0]"
G?ABfS,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 1]
[0 1 0 0 0 0 0 0]
[0 0 0 0 0 1 0 0]"
G?ABe[,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 1 0]
[0 1 0 0 0 1 0 0]
[0 1 0 0 0 0 0 0]"
G?ABfw,"[0 1 1 1 1 1 1 0]
[1 0 1 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 0 0 1 1 1 0 0]"
G?ABfs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 0 0 0 0 1 0 0]"
G?ABf[,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 1]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 1 0]
[0 1 0 0 0 1 0 0]
[0 1 0 0 0 0 0 0]"
G?ABf{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 0]"
G?AELo,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 1 1]
[0 0 0 0 1 0 0 0]
[0 0 0 0 1 0 0 0]
[0 0 0 0 1 0 0 0]"
G?AEJo,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 1 1]
[0 0 0 0 0 1 0 1]
[0 0 0 0 0 1 1 0]"
G?AENo,"[0 1 1 1 1 1 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 1]
[0 1 0 0 0 0 1 0]"
G?AELw,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 0 0 0]
[1 1 0 0 1 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 1 1 1]
[0 0 0 0 1 0 0 0]
[0 0 0 0 1 0 0 0]
[0 0 0 0 1 0 0 0]"
G?AELs,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 1 0 0 0 0]
[1 0 1 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?AEJs,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 1]
[0 1 0 0 0 0 1 0]"
G?AENw,"[0 1 1 1 1 1 1 0]
[1 0 1 0 0 0 0 1]
[1 1 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 0 0 0 0]"
