Graph String Name,Masrik Form of Adjacency Matrix
G?bBUk,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 0 0 1 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 0]
[0 1 0 1 0 1 0 0]
[0 1 0 0 0 0 0 0]"
G?bBTk,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 1 0]
[0 1 0 1 0 0 1 0]
[0 1 0 0 1 1 0 0]
[0 1 0 0 0 0 0 0]"
G?bBVw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 0]
[1 1 0 0 1 0 0 0]
[1 1 0 0 0 0 0 1]
[1 0 1 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 0 0 1 1 1 0 0]"
G?bBVs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 0 0 1]
[1 1 0 0 0 1 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 1 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 0 1 0 0 1 0 0]"
G?bBVk,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 1]
[1 1 0 0 1 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 0 0]
[1 0 0 0 1 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 1 0 0]"
G?bBU{,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 1]
[1 1 0 0 0 1 0 0]
[1 1 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 0]
[0 1 0 1 0 1 0 0]
[0 1 0 0 0 0 0 0]"
G?bBV{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 0 0 0]
[1 1 0 0 0 1 0 0]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 1 0]
[1 0 0 1 0 1 0 0]
[1 0 0 0 0 0 0 0]"
G?bEJo,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 1 1]
[0 0 1 0 0 1 0 1]
[0 0 1 0 0 1 1 0]"
G?bENo,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 1 0 0 0 1]
[0 1 0 1 0 0 1 0]"
G?bENg,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 1]
[1 1 0 1 0 0 1 0]
[1 0 1 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?bELw,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 1 0 1 0 0]
[1 0 1 0 1 0 0 0]
[1 0 0 1 0 0 0 0]
[0 1 1 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?bEJw,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 1]
[0 1 0 1 0 0 1 0]"
G?bELk,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 0]
[1 1 0 1 0 0 0 1]
[1 1 1 0 1 0 0 0]
[1 0 0 1 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?bEJk,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 1]
[0 0 0 0 0 0 1 0]"
G?bEH{,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 1]
[1 1 0 1 1 0 0 0]
[1 0 1 0 0 1 0 0]
[1 0 1 0 0 0 0 0]
[0 1 0 1 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?bENw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 1]
[1 1 0 0 1 0 0 1]
[1 1 0 0 0 0 0 1]
[1 0 1 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 0 0 0 0]"
G?bENk,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 1]
[1 1 0 1 1 0 0 0]
[1 1 1 0 1 0 0 0]
[1 0 1 1 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?bEL{,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 1 1]
[1 1 0 1 0 1 0 0]
[1 1 1 0 1 0 0 0]
[1 0 0 1 0 0 0 0]
[0 1 1 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?bEJ{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 1]
[1 1 0 1 0 0 0 1]
[1 1 1 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 1 0 0 0]"
G?bEN{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 0 0 0]
[1 1 0 1 0 1 0 0]
[1 1 1 0 1 0 0 0]
[1 1 0 1 0 0 0 0]
[1 0 1 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]"
G?bDN_,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 1 0]
[0 1 0 1 0 1 0 0]
[0 1 0 0 0 0 0 0]"
G?bDMo,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 1 0 0 1 0]
[0 1 0 0 0 1 0 1]
[0 0 0 0 0 0 1 0]"
G?bDJo,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 1 1]
[0 0 1 0 0 1 0 1]
[0 0 0 1 0 1 1 0]"
G?bDLg,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 1 0 0 0 1]
[1 0 1 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 1 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?bDKk,"[0 1 1 1 1 0 0 0]
[1 0 1 1 0 1 0 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 1 0 0 0 0 0]
[0 0 0 1 0 0 0 0]"
G?bDNo,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 0 1 0 0 0 1]
[0 1 0 0 1 0 1 0]"
G?bDNg,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 1 0 0 0]
[0 0 1 0 0 0 0 0]"
G?bDMw,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 0 1 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 1]
[0 0 0 0 0 0 1 0]"
G?bDMk,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 0]
[1 1 0 1 0 0 0 1]
[1 1 1 0 1 0 0 0]
[1 0 0 1 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?bDNw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 1]
[1 1 0 0 1 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 1 0 0]"
G?bDNk,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 0]
[1 1 0 1 0 0 0 1]
[1 1 1 0 0 1 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 1 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?bDN{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 0 0 0]
[1 1 0 1 0 1 0 0]
[1 1 1 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 0 0]
[1 0 0 1 0 0 0 0]
[1 0 0 0 0 0 0 0]"
G?bFbo,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[0 1 0 0 0 0 1 1]
[0 0 1 1 1 1 0 0]
[0 0 1 0 0 1 0 0]"
G?bFbg,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[0 1 1 0 0 0 0 1]
[0 1 0 0 0 0 0 0]
[0 0 1 1 1 1 0 0]"
G?bFbW,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 1]
[0 1 0 0 0 0 0 1]
[0 0 1 1 0 1 1 0]"
G?bF`w,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[0 1 1 0 0 0 0 1]
[0 1 0 0 0 0 0 1]
[0 0 0 1 1 1 1 0]"
G?bFfo,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[0 1 0 1 1 1 0 0]
[0 1 0 1 0 0 0 0]"
G?bFfg,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 1]
[1 1 0 1 0 0 0 0]
[1 0 1 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[0 1 0 1 1 1 0 0]
[0 1 0 0 0 0 0 0]"
G?bFfW,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 1 1]
[1 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 0 0 1 1]
[0 1 1 0 0 1 0 0]
[0 1 0 0 0 1 0 0]"
G?bFdw,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 1 1]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[0 1 1 0 0 0 1 0]
[0 1 0 1 1 1 0 1]
[0 1 0 0 0 0 1 0]"
G?bFbw,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 0]
[1 1 0 0 0 0 0 1]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[0 1 0 1 0 0 0 1]
[0 0 1 0 1 1 1 0]"
G?bFfc,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 1 0 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[0 0 1 1 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?bFfS,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 0]
[0 0 1 1 0 0 0 0]"
G?bFds,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[0 1 1 0 0 0 0 0]
[0 0 1 0 0 1 0 0]"
G?bFbs,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 0]
[0 1 0 0 0 1 0 1]
[0 0 1 0 0 0 1 0]"
G?bFfK,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?bFbk,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 1]
[0 1 1 0 0 1 0 0]
[0 0 0 0 0 1 0 0]"
G?bFe[,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 1]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 0 0 0 0]
[0 1 1 0 0 0 0 0]"
G?bFd[,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 1]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 1 0 0 0]
[0 1 1 0 0 0 0 0]"
G?bFb[,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 0 0]
[0 1 1 0 1 0 0 0]
[0 1 0 0 1 0 0 0]"
G?bF`{,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 1 0]
[0 1 0 0 1 1 0 0]
[0 1 0 0 1 0 0 0]"
G?bFfw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 0]
[1 1 0 0 1 0 0 1]
[1 1 0 0 0 0 0 1]
[1 0 1 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[0 0 1 1 0 1 1 0]"
G?bFfs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 0 0]
[0 0 1 1 0 0 0 0]"
G?bFfk,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 1 1 0 0 0 0]
[0 0 1 0 0 0 0 0]"
G?bFf[,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 1]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 0 0 0 0]
[0 1 1 0 0 0 0 0]"
G?bFd{,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 1]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 0]
[0 1 1 0 0 1 0 0]
[0 1 1 0 0 0 0 0]"
G?bFb{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 1]
[1 1 0 0 0 1 0 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[0 1 0 0 0 1 1 0]"
G?bFf{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 1 0 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 1 1 0 0 0 0]
[1 0 1 0 0 0 0 0]"
G?bFQw,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 0 0]
[1 1 0 0 0 0 1 0]
[1 0 0 0 0 1 1 0]
[1 0 0 0 0 0 0 0]
[0 1 0 1 0 0 1 0]
[0 0 1 1 0 1 0 1]
[0 0 0 0 0 0 1 0]"
G?bFVo,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 1 0 0 0]
[0 1 0 1 0 0 0 0]"
G?bFVg,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 1]
[1 1 0 1 0 0 0 0]
[1 0 1 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 0 1 1 0 0 1]
[0 1 0 0 0 0 1 0]"
G?bFUw,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 1 0 0]
[1 0 0 0 0 1 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 1 0 0 1 1]
[0 1 0 1 0 1 0 0]
[0 0 0 0 0 1 0 0]"
G?bFTw,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 1 0]
[1 1 0 0 0 1 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 1 0 0]
[0 1 1 0 1 0 1 1]
[0 1 0 1 0 1 0 0]
[0 0 0 0 0 1 0 0]"
G?bFRw,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 0]
[1 1 0 0 0 0 0 1]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 0 1 0 0 0 1]
[0 0 1 1 1 0 1 0]"
G?bFUs,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 1 0 0 0 1]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]
[0 0 1 0 1 0 0 0]"
G?bFQ{,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 1 0 0 1 0 0 0]
[1 0 0 1 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 1 0 0 0]
[0 1 0 0 0 0 0 0]"
G?bFVw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 0]
[1 1 0 0 1 0 0 1]
[1 1 0 0 0 0 0 1]
[1 0 1 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 0 1 1 1 1 0 0]"
G?bFVs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 1 0 0 0 1]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 0 1 0 1 0 0 0]"
G?bFVk,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 1]
[1 1 0 0 0 1 0 1]
[1 1 0 0 0 1 0 0]
[1 1 0 0 0 0 0 0]
[1 0 1 1 0 0 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 0]"
G?bFU{,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 1]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 1 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 1 0 0 0]
[0 1 0 0 0 0 0 0]"
G?bFT{,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 1]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 0]
[0 1 1 0 0 1 0 0]
[0 1 0 0 0 0 0 0]"
G?bFR{,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 0 0 1]
[1 1 0 0 0 0 0 1]
[1 1 0 0 0 1 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 1 0 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 1 0 0]"
G?bFV{,"[0 1 1 1 1 1 1 1]
[1 0 1 1 1 1 0 0]
[1 1 0 1 0 0 1 0]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 1 0 0 0]
[1 0 0 0 0 0 0 0]"
G?bDro,"[0 1 1 1 1 0 0 0]
[1 0 0 0 0 1 1 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 1 0 0]
[1 0 0 0 0 0 0 1]
[0 1 1 1 0 0 1 0]
[0 1 0 0 0 1 0 1]
[0 0 0 0 1 0 1 0]"
G?bDrg,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[0 1 0 0 0 0 1 1]
[0 0 0 1 1 1 0 1]
[0 0 0 0 0 1 1 0]"
G?bDrW,"[0 1 1 1 1 0 0 0]
[1 0 1 0 0 1 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 1 1 0]
[1 0 0 0 0 0 1 0]
[0 1 0 1 0 0 1 0]
[0 0 0 1 1 1 0 1]
[0 0 0 0 0 0 1 0]"
G?bDvo,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 1]
[1 1 0 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 0 1]
[0 1 1 1 1 0 0 0]
[0 1 0 0 0 1 0 0]"
G?bDvg,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 0 0]
[1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[0 0 1 0 1 1 0 1]
[0 0 1 0 0 0 1 0]"
G?bDvW,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 0 0]
[1 1 0 0 1 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 1 0]
[1 0 0 0 0 0 1 0]
[0 0 1 0 1 1 0 1]
[0 0 0 0 0 0 1 0]"
G?bDtw,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 1 1 0]
[1 1 0 0 1 0 0 1]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 0 0 1]
[0 1 0 0 0 0 0 1]
[0 1 0 0 0 0 0 1]
[0 0 1 0 1 1 1 0]"
G?bDrw,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 1 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[0 1 0 1 0 0 0 1]
[0 0 0 1 1 1 1 0]"
G?bDvS,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 1 0 0 0 1]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[0 1 0 0 0 0 0 0]
[0 0 1 0 0 1 0 0]"
G?bDts,"[0 1 1 0 0 0 0 0]
[1 0 0 1 1 1 0 0]
[1 0 0 0 0 0 0 0]
[0 1 0 0 1 1 1 1]
[0 1 0 1 0 1 1 1]
[0 1 0 1 1 0 0 0]
[0 0 0 1 1 0 0 0]
[0 0 0 1 1 0 0 0]"
G?bDrs,"[0 1 1 1 1 1 0 0]
[1 0 1 1 1 0 1 0]
[1 1 0 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[0 1 1 0 0 0 0 1]
[0 0 0 0 0 1 1 0]"
G?bDvK,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 0 0]
[1 1 0 0 1 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 1 1 1]
[1 0 0 0 1 0 0 0]
[0 0 1 0 1 0 0 0]
[0 0 0 0 1 0 0 0]"
G?bDrk,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 1 1 1 1]
[1 0 0 1 0 0 0 0]
[1 0 0 1 0 0 0 0]
[0 1 0 1 0 0 0 1]
[0 0 0 1 0 0 1 0]"
G?bDu[,"[0 1 1 1 1 1 0 0]
[1 0 1 1 0 0 1 1]
[1 1 0 1 1 0 0 0]
[1 1 1 0 0 0 0 0]
[1 0 1 0 0 1 0 0]
[1 0 0 0 1 0 0 0]
[0 1 0 0 0 0 0 0]
[0 1 0 0 0 0 0 0]"
G?bDt[,"[0 1 1 1 0 0 0 0]
[1 0 1 0 1 1 1 0]
[1 1 0 0 1 1 0 0]
[1 0 0 0 0 0 0 0]
[0 1 1 0 0 1 1 1]
[0 1 1 0 1 0 0 0]
[0 1 0 0 1 0 0 0]
[0 0 0 0 1 0 0 0]"
G?bDr[,"[0 1 1 1 1 1 0 0]
[1 0 1 0 0 0 1 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 1 1 1 1]
[1 0 0 1 0 0 1 0]
[1 0 0 1 0 0 0 0]
[0 1 0 1 1 0 0 0]
[0 0 0 1 0 0 0 0]"
G?bDvw,"[0 1 1 1 1 1 1 0]
[1 0 1 1 0 0 0 0]
[1 1 0 0 1 0 0 1]
[1 1 0 0 0 0 0 0]
[1 0 1 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[1 0 0 0 0 0 0 1]
[0 0 1 0 1 1 1 0]"
G?bDvs,"[0 1 1 1 1 1 1 0]
[1 0 1 1 1 1 0 0]
[1 1 0 1 0 0 0 1]
[1 1 1 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 1 0 0 0 0 0 0]
[1 0 0 0 0 0 0 1]
[0 0 1 0 0 0 1 0]"
