Graph String Name,Masrik Form of adjacency matrix
CQ,"[0 1 0 0]
[1 0 0 0]
[0 0 0 1]
[0 0 1 0]"
C],"[0 1 1 0]
[1 0 0 1]
[1 0 0 1]
[0 1 1 0]"
C~,"[0 1 1 1]
[1 0 1 1]
[1 1 0 1]
[1 1 1 0]"
